,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,preview_url,explicit,popularity
10,10,14,16,31,31,ZAYN,Dusk Till Dawn (Radio Edit),Dusk Till Dawn - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,1.27e-06,0.106,0.0967,180.043,239000,4,https://p.scdn.co/mp3-preview/e2e03acfd38d7cfa2baa924e0e9c7a80f9b49137?cid=a8d47110797841a4a391cfea300f7b78,False,80
11,11,15,17,32,32,Sia,1000 Forms Of Fear,Chandelier,4VrWlk8IQxevMvERoX08iC,0.399,0.787,1,-2.88,1,0.0499,6.07e-05,0.0685,0.572,117.089,216120,5,https://p.scdn.co/mp3-preview/f1898cf5fd5640d4f0d7faafa6c572fc29db3db6?cid=a8d47110797841a4a391cfea300f7b78,False,79
12,12,16,18,33,33,Miley Cyrus,Bangerz (Deluxe Version),Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.0,0.107,0.349,119.964,221360,4,https://p.scdn.co/mp3-preview/73f134920237db5f77576099534ac22fd6773b96?cid=a8d47110797841a4a391cfea300f7b78,False,77
13,14,18,20,35,35,Miley Cyrus,Bangerz (Deluxe Version),We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0.0,0.37,0.484,80.003,231240,4,https://p.scdn.co/mp3-preview/38ac1429ee3574d6a98d34d50462c2ae4c36cd79?cid=a8d47110797841a4a391cfea300f7b78,False,79
14,15,19,21,36,36,Flo Rida,Wild Ones,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4,https://p.scdn.co/mp3-preview/9b7c873ffd4d9893608532492679e0dfca0229f9?cid=a8d47110797841a4a391cfea300f7b78,False,76
15,16,21,23,38,38,Alicia Keys,The Diary Of Alicia Keys,If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.609,0.444,7,-9.129,1,0.106,6.86e-06,0.104,0.166,118.402,228707,3,https://p.scdn.co/mp3-preview/d3aba884079b33f31cd4f98f1a2fecf1b31131e8?cid=a8d47110797841a4a391cfea300f7b78,False,80
16,17,22,24,39,39,Alicia Keys,Girl on Fire (Remixes) - EP,Girl on Fire,4esOae7i4rqTbAu9o5Pxco,0.482,0.706,9,-5.762,1,0.0607,0.00106,0.105,0.144,92.513,224920,4,https://p.scdn.co/mp3-preview/383fe123d74b2bb25cf433d1238c5774a879a3ff?cid=a8d47110797841a4a391cfea300f7b78,False,77
17,18,23,25,40,40,Britney Spears,In The Zone,Toxic,6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.025,0.242,0.924,143.04,198800,4,https://p.scdn.co/mp3-preview/8465386fd6ce10f7ae3bd9c907825d7cb955ade0?cid=a8d47110797841a4a391cfea300f7b78,False,82
18,19,24,26,41,41,Britney Spears,...Baby One More Time (Digital Deluxe Version),...Baby One More Time,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0,-5.745,0,0.0307,0.000131,0.443,0.907,92.96,211067,4,https://p.scdn.co/mp3-preview/da2134a161f1cb34d17c2d6d7e77cc93d1c1e6f7?cid=a8d47110797841a4a391cfea300f7b78,False,79
19,20,25,27,42,42,Britney Spears,Oops!... I Did It Again,Oops!...I Did It Again,6naxalmIoLFWR0siv8dnQQ,0.751,0.834,1,-5.444,0,0.0437,1.77e-05,0.355,0.894,95.053,211160,4,https://p.scdn.co/mp3-preview/7fb86827422540ad01f65870375fef055412f034?cid=a8d47110797841a4a391cfea300f7b78,False,78
20,21,26,28,43,43,Britney Spears,Femme Fatale (Deluxe Version),Criminal,6T689Jvh5KrSXyaPtUWZtQ,0.696,0.734,7,-5.294,1,0.0298,0.0,0.183,0.711,107.987,225080,4,https://p.scdn.co/mp3-preview/44a5dbc6508bfe3e70957e506e644538ed50bb2d?cid=a8d47110797841a4a391cfea300f7b78,False,72
21,22,28,31,47,47,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10,-5.892,0,0.0707,0.0,0.405,0.758,100.024,218093,4,https://p.scdn.co/mp3-preview/9743b7c0f0f21da20168327a5c3ceb7f81a1df29?cid=a8d47110797841a4a391cfea300f7b78,False,82
22,23,29,32,48,48,Shakira,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,11,-6.381,0,0.143,0.0,0.0764,0.743,126.988,202627,4,https://p.scdn.co/mp3-preview/f01830f7be6c8b654d44c8f7a1f1d06756ab920f?cid=a8d47110797841a4a391cfea300f7b78,False,77
23,24,30,33,49,49,Twenty One Pilots,Blurryface,Ride,2Z8WuEywRWYTKe1NybPQEW,0.645,0.713,6,-5.355,1,0.0393,0.0,0.113,0.566,74.989,214507,4,https://p.scdn.co/mp3-preview/26fc2318d6ebad09ae7aed7adfce2b28413cea7e?cid=a8d47110797841a4a391cfea300f7b78,False,82
24,26,32,35,55,55,The Chainsmokers,Don't Let Me Down,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,0.532,0.869,11,-5.094,1,0.172,0.00508,0.136,0.422,159.803,208373,4,https://p.scdn.co/mp3-preview/4f410d4293b502e25df3e782c443d1745382c3da?cid=a8d47110797841a4a391cfea300f7b78,False,80
25,27,33,36,56,56,Kesha,Animal (Expanded Edition),TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2,-2.718,0,0.142,0.0,0.289,0.714,120.028,199693,4,https://p.scdn.co/mp3-preview/afe517465b2f133f65e56bc282491b2c5fd02b33?cid=a8d47110797841a4a391cfea300f7b78,False,81
26,28,34,37,57,57,Kesha,Warrior (Expanded Edition),Die Young,7EQGXaVSyEDsCWKmUcfpLk,0.711,0.7,1,-4.805,0,0.046,0.000125,0.215,0.801,128.001,211920,4,https://p.scdn.co/mp3-preview/d97043cf8c44a1d41f46fd6534726cf383f4f896?cid=a8d47110797841a4a391cfea300f7b78,False,80
27,29,35,38,58,58,Panic! At The Disco,Pray for the Wicked,High Hopes,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0.0,0.064,0.681,82.014,190947,4,https://p.scdn.co/mp3-preview/f6404b1b3199442271c17d9e1461c3f2a52018f8?cid=a8d47110797841a4a391cfea300f7b78,False,81
28,30,36,39,61,0,Ed Sheeran,Shivers,Shivers,75MNhvTCCKsST3YqqUiU9r,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,https://p.scdn.co/mp3-preview/bb9f413d6876e265d09a5d2d93345c64f8ac4de8?cid=a8d47110797841a4a391cfea300f7b78,False,92
29,31,38,41,64,3,Ed Sheeran,Bad Habits,Bad Habits,6PQ88X9TkUIAUIZJHW2upE,0.808,0.897,11,-3.712,0,0.0348,3.14e-05,0.364,0.591,126.026,231041,4,https://p.scdn.co/mp3-preview/0e537207ad0fff8c9e9011735c665d99b9b58d5e?cid=a8d47110797841a4a391cfea300f7b78,False,95
30,32,40,45,80,19,One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0.0,0.0657,0.595,138.113,192120,4,https://p.scdn.co/mp3-preview/09a6fcd9ca6aac808bf9ab042a55ca9ea63d66d0?cid=a8d47110797841a4a391cfea300f7b78,False,80
31,33,41,46,83,22,The Chainsmokers,Closer,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.0,0.111,0.661,95.01,244960,4,https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb?cid=a8d47110797841a4a391cfea300f7b78,False,85
32,34,42,49,87,26,Clean Bandit,Symphony (feat. Zara Larsson),Symphony (feat. Zara Larsson),1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0,-4.581,0,0.0563,1.6e-05,0.138,0.457,122.863,212459,4,https://p.scdn.co/mp3-preview/45e100c336ff5ebbc5bdbae4224f25aa08fa9ca2?cid=a8d47110797841a4a391cfea300f7b78,False,75
33,35,44,53,97,36,Alan Walker,Different World,Alone,3LlmKSHR3Rs0Y3KHQLAYDk,0.673,0.914,10,-3.962,1,0.0496,0.000478,0.186,0.183,97.021,160427,4,https://p.scdn.co/mp3-preview/7919623d0a448486305fe5a7f8a1459e9a72f535?cid=a8d47110797841a4a391cfea300f7b78,False,74
34,36,45,54,98,37,Alan Walker,Different World,Faded,698ItKASDavgwZ3WjaWjtz,0.468,0.627,6,-5.085,1,0.0476,7.97e-06,0.11,0.159,179.642,212107,4,https://p.scdn.co/mp3-preview/452d0f90e368128ef75f937c07d2011df7457221?cid=a8d47110797841a4a391cfea300f7b78,False,79
35,37,46,55,101,40,Stormzy,Heavy Is The Head,Own It (feat. Ed Sheeran & Burna Boy),4QPEwDdOMhY7rNS05mTyMR,0.817,0.781,7,-4.178,0,0.112,5.21e-06,0.123,0.359,104.0,216707,4,https://p.scdn.co/mp3-preview/71bc061f3c4d8b6880981df5b8630488b218bf30?cid=a8d47110797841a4a391cfea300f7b78,False,72
36,39,50,60,107,46,Little Mix,Get Weird (Expanded Edition),Black Magic,6rmXhRIemCTPyMYZRDN7Qg,0.776,0.875,4,-5.535,1,0.0575,0.0,0.314,0.849,111.988,211786,4,https://p.scdn.co/mp3-preview/cb73e91b4bdd49287650a06b273e7c1dd6fa1254?cid=a8d47110797841a4a391cfea300f7b78,False,76
37,40,51,61,108,47,Lauv,I met you when I was 18. (the playlist),I Like Me Better,2P91MQbaiQOfbiz9VqhqKQ,0.752,0.505,9,-7.621,1,0.253,2.55e-06,0.104,0.419,91.97,197437,4,https://p.scdn.co/mp3-preview/fa069a3be2d69aab5378b55f6c66d8b3eff1a6d3?cid=a8d47110797841a4a391cfea300f7b78,False,83
38,41,52,62,110,49,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4,https://p.scdn.co/mp3-preview/f8c945615b8bffea415fc5c1b8487abedfe033cb?cid=a8d47110797841a4a391cfea300f7b78,False,78
39,42,53,63,112,51,ZAYN,Icarus Falls,Dusk Till Dawn (feat. Sia) - Radio Edit,3e7sxremeOE3wTySiOhGiP,0.259,0.437,11,-6.589,0,0.0386,1.32e-06,0.106,0.0951,180.042,239000,4,https://p.scdn.co/mp3-preview/ee20eba8856ff2708b818fabcf6075b7d74f10cd?cid=a8d47110797841a4a391cfea300f7b78,False,76
40,44,55,65,117,56,A Great Big World,Is There Anybody Out There?,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,2.89e-06,0.0913,0.0765,141.284,229400,3,https://p.scdn.co/mp3-preview/fe73e55ae08bf3395db3e1ba4485533f59faf3ea?cid=a8d47110797841a4a391cfea300f7b78,False,75
41,46,57,67,123,62,Ed Sheeran,x (Deluxe Edition),Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0.0,0.184,0.591,78.998,281560,4,https://p.scdn.co/mp3-preview/7fba47d0806142cb34ad2080a5f139eba915fe05?cid=a8d47110797841a4a391cfea300f7b78,False,83
42,48,59,69,126,65,Twenty One Pilots,Blurryface,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,0.734,0.637,4,-5.677,0,0.141,2.29e-05,0.0602,0.648,169.977,202333,4,https://p.scdn.co/mp3-preview/0e0951b811f06fea9162eb7e95e4bae4802d97af?cid=a8d47110797841a4a391cfea300f7b78,False,84
43,49,60,70,127,66,Sia,This Is Acting,Cheap Thrills,27SdWb2rFzO6GWiYDBTD9j,0.628,0.698,6,-5.608,0,0.105,0.00143,0.0907,0.732,89.976,211667,4,https://p.scdn.co/mp3-preview/88816b2040a092aa99d5b0e42945d79dc5027c1a?cid=a8d47110797841a4a391cfea300f7b78,False,77
44,51,62,72,130,69,Meghan Trainor,Title (Deluxe),Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0.185,0.0,0.317,0.832,79.427,184227,4,https://p.scdn.co/mp3-preview/c6b59581df7d714784e538eeb198934990934c3b?cid=a8d47110797841a4a391cfea300f7b78,False,74
45,52,63,73,132,71,Martin Garrix,In the Name of Love,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.0,0.454,0.168,133.99,195707,4,https://p.scdn.co/mp3-preview/cbd166d86a2d5a52930dd5fe509c1f2806aeab11?cid=a8d47110797841a4a391cfea300f7b78,False,77
46,53,64,74,134,73,P!nk,The Truth About Love,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.000302,0.132,0.441,95.002,242733,4,https://p.scdn.co/mp3-preview/ef4de7cafc3510bd0664b6173c79dc6dee229039?cid=a8d47110797841a4a391cfea300f7b78,False,81
47,55,66,79,156,95,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,48UPSzbZjgc449aqz8bxox,0.592,0.767,9,-2.788,0,0.027,0.00165,0.127,0.328,96.483,329733,4,https://p.scdn.co/mp3-preview/175ce440229d2fb5361756f3e68c9647b86a8eee?cid=a8d47110797841a4a391cfea300f7b78,False,81
48,56,67,81,158,97,Calvin Harris,This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.119,0.148,0.465,123.962,222160,4,https://p.scdn.co/mp3-preview/9299c6e159adbcaf008221af3ae6b989c19e0a58?cid=a8d47110797841a4a391cfea300f7b78,False,80
49,57,68,82,159,98,Calvin Harris,Motion,Summer,6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0178,0.141,0.743,127.949,222533,4,https://p.scdn.co/mp3-preview/7747e4abf05e790168b4aeb87de9c008095677a9?cid=a8d47110797841a4a391cfea300f7b78,False,81
50,58,69,83,160,99,Calvin Harris,Motion,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.0,0.322,0.418,128.035,227267,4,https://p.scdn.co/mp3-preview/4af57d4ff6011df3fe2c9bb2d7c6900bc3376b77?cid=a8d47110797841a4a391cfea300f7b78,False,78
51,59,70,84,161,0,Adele,Easy On Me,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,0.604,0.366,5,-7.519,1,0.0282,0.0,0.133,0.13,141.981,224695,4,https://p.scdn.co/mp3-preview/c5014be1aeb2ab5f129e2789eff3ea87ecd5027f?cid=a8d47110797841a4a391cfea300f7b78,False,100
52,60,71,85,162,1,Adele,25,When We Were Young,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0.0,0.095,0.265,144.361,290900,4,https://p.scdn.co/mp3-preview/1328651bb04eb8d872e784cd07ecabf2bf89d291?cid=a8d47110797841a4a391cfea300f7b78,False,81
53,61,73,87,164,3,Adele,21,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9,-8.251,1,0.0281,0.0,0.0996,0.294,135.187,285240,4,https://p.scdn.co/mp3-preview/ea92c058cb3df0cc9c4614b9de6c4b94c9d17f56?cid=a8d47110797841a4a391cfea300f7b78,False,82
54,62,74,88,165,4,Adele,25,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,0.331,0.341,9,-6.057,0,0.0309,0.0,0.109,0.152,109.821,285935,4,https://p.scdn.co/mp3-preview/08764cfa24673179d96d5e0e343ad218fb13a99d?cid=a8d47110797841a4a391cfea300f7b78,False,79
55,63,75,89,166,5,Adele,21,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2,-3.882,0,0.0249,1.68e-06,0.112,0.446,107.993,242974,4,https://p.scdn.co/mp3-preview/96a6916345c00becc9b5ffcd841323ce609eb3e3?cid=a8d47110797841a4a391cfea300f7b78,False,80
56,64,76,90,167,6,Adele,Skyfall,Skyfall,6VObnIkLVruX4UVyxWhlqm,0.346,0.552,0,-6.864,0,0.0282,0.0,0.114,0.0789,75.881,286480,4,https://p.scdn.co/mp3-preview/68c26fb120ac16730ad0ac1c46e5bb9d9d60c70e?cid=a8d47110797841a4a391cfea300f7b78,False,80
57,65,77,91,168,7,Adele,25,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,0.688,0.533,6,-8.363,0,0.0865,3.48e-06,0.172,0.567,164.069,223079,4,https://p.scdn.co/mp3-preview/4636271b35c35f3c532176d8d6f561a26cbc2972?cid=a8d47110797841a4a391cfea300f7b78,False,78
58,66,78,92,169,8,Adele,19,Make You Feel My Love,5FgPwJ7Nh2FVmIXviKl2VF,0.317,0.172,10,-10.636,1,0.0326,0.000383,0.105,0.0963,65.18,212040,3,https://p.scdn.co/mp3-preview/2add0ce5d920bcd3166437d14db34bc42768fa44?cid=a8d47110797841a4a391cfea300f7b78,False,77
59,67,79,93,170,9,Adele,25,Hello,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5,-6.134,0,0.0305,0.0,0.0854,0.288,78.991,295502,4,https://p.scdn.co/mp3-preview/bd673ff312a0a8fc1ebce1f1f9f79db1eb0d232d?cid=a8d47110797841a4a391cfea300f7b78,False,77
60,68,90,108,186,25,Lil Nas X,7 EP,Old Town Road - Remix,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6,-5.56,1,0.102,0.0,0.113,0.639,136.041,157067,4,https://p.scdn.co/mp3-preview/d94ec2ebe62fd52cf038760f57c251c145346bb2?cid=a8d47110797841a4a391cfea300f7b78,False,80
61,69,92,110,188,27,Lil Nas X,7 EP,Old Town Road,0F7FA14euOIX8KcbEturGH,0.907,0.53,1,-6.112,1,0.127,2.23e-06,0.101,0.507,135.998,113000,4,https://p.scdn.co/mp3-preview/eb79f705a57a20599ceaa12d412dda40fc42069d?cid=a8d47110797841a4a391cfea300f7b78,False,77
62,70,93,111,189,28,Lil Nas X,MONTERO,TALES OF DOMINICA,5S4PZ7AuYlYiVIVik3wHUf,0.742,0.734,8,-5.582,0,0.0407,0.00314,0.0834,0.541,114.952,146006,4,https://p.scdn.co/mp3-preview/daa99156106f0cc773ca787d34df618434cd0474?cid=a8d47110797841a4a391cfea300f7b78,False,77
63,71,95,113,191,30,Ed Sheeran,=,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,0.807,0.893,11,-3.745,0,0.0347,2.79e-05,0.366,0.537,126.011,230747,4,https://p.scdn.co/mp3-preview/e0440ae1a5a38687fb54170742e9b83ebd33ddf3?cid=a8d47110797841a4a391cfea300f7b78,False,85
64,72,96,114,192,31,Ed Sheeran,=,Shivers,50nfwKoDiSYg8zOCREWAm5,0.788,0.859,2,-2.724,1,0.0856,0.0,0.0424,0.822,141.02,207853,4,https://p.scdn.co/mp3-preview/bb9f413d6876e265d09a5d2d93345c64f8ac4de8?cid=a8d47110797841a4a391cfea300f7b78,False,91
65,73,97,115,193,32,Ed Sheeran,=,Overpass Graffiti,4btFHqumCO31GksfuBLLv3,0.52,0.849,9,-3.794,0,0.186,0.0,0.119,0.774,175.908,236907,4,https://p.scdn.co/mp3-preview/fde3dbd32ba9483e8554dcf9d5d049d0a37b919c?cid=a8d47110797841a4a391cfea300f7b78,False,89
66,74,98,116,194,33,Ed Sheeran,÷ (Deluxe),Perfect,0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.0,0.106,0.168,95.05,263400,3,https://p.scdn.co/mp3-preview/9779493d90a47f29e4257aa45bc6146d1ee9cb26?cid=a8d47110797841a4a391cfea300f7b78,False,87
67,75,99,117,195,34,Ed Sheeran,÷ (Deluxe),Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.0,0.0931,0.931,95.977,233713,4,https://p.scdn.co/mp3-preview/84462d8e1e4d0f9e5ccd06f0da390f65843774a2?cid=a8d47110797841a4a391cfea300f7b78,False,86
68,78,102,120,198,37,Ed Sheeran,=,2step,2SUxn2O9NHL6GHGQFgwCY0,0.763,0.661,4,-5.592,0,0.056,0.0,0.117,0.632,95.002,153627,4,https://p.scdn.co/mp3-preview/3f756c16fc4afc7bb1e5f1ce415e55c1766ef9d6?cid=a8d47110797841a4a391cfea300f7b78,False,82
69,79,103,121,200,39,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0.0,0.135,0.236,89.792,207520,4,https://p.scdn.co/mp3-preview/e2f5edb569c73916428ec0a2e0b56a9f777851dd?cid=a8d47110797841a4a391cfea300f7b78,False,82
72,85,114,134,245,84,Coldplay,Parachutes,Yellow,3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.000121,0.234,0.285,173.372,266773,4,https://p.scdn.co/mp3-preview/26ad91af2f13c2b7729cbc70856ce43f4c790a7b?cid=a8d47110797841a4a391cfea300f7b78,False,86
73,86,115,135,246,85,Coldplay,Music Of The Spheres,Let Somebody Go,4cGqn0E8JCSY9gQllQj4Mf,0.592,0.342,0,-8.93,1,0.0339,0.00245,0.11,0.155,130.953,241595,4,https://p.scdn.co/mp3-preview/0ca69ee9b317cfe088c6543a03b7fbdddcfe60b1?cid=a8d47110797841a4a391cfea300f7b78,False,84
74,87,116,136,247,86,Coldplay,A Rush of Blood to the Head,The Scientist,75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,1.46e-05,0.11,0.213,146.277,309600,4,https://p.scdn.co/mp3-preview/629609b84c9e4a008385440d9908d89e622b5fa1?cid=a8d47110797841a4a391cfea300f7b78,False,84
75,88,117,137,248,87,Coldplay,Memories...Do Not Open,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,1.44e-05,0.164,0.446,103.019,247160,4,https://p.scdn.co/mp3-preview/cb1ae1f9e2f874dd2d19e4c29edb552777eb1e7a?cid=a8d47110797841a4a391cfea300f7b78,False,83
76,89,118,138,249,88,Coldplay,X&Y,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.00196,0.113,0.124,138.178,295533,4,https://p.scdn.co/mp3-preview/46470abd1664c6f34efc0f07e0c2f1129616f28f?cid=a8d47110797841a4a391cfea300f7b78,False,82
77,90,119,139,250,89,Coldplay,A Head Full of Dreams,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,0.491,0.693,0,-6.487,0,0.0377,6.92e-06,0.325,0.412,90.027,258267,4,https://p.scdn.co/mp3-preview/723c09e9179390c3d17fb645c2c91a21eacee798?cid=a8d47110797841a4a391cfea300f7b78,False,81
78,91,120,140,251,90,Coldplay,Mylo Xyloto,Paradise,6nek1Nin9q48AVZcWs9e9D,0.449,0.585,5,-6.761,1,0.0268,8.75e-05,0.0833,0.212,139.631,278719,4,https://p.scdn.co/mp3-preview/b2beca03f2eff2b986d6b4924c7b3143ae2e86aa?cid=a8d47110797841a4a391cfea300f7b78,False,80
79,92,121,141,252,91,Coldplay,Viva La Vida or Death and All His Friends,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,0.486,0.617,5,-7.115,0,0.0287,3.23e-06,0.109,0.417,138.015,242373,4,https://p.scdn.co/mp3-preview/ceb88eddfa4bac6be64e90606741ebedf8501893?cid=a8d47110797841a4a391cfea300f7b78,False,80
80,93,122,142,253,92,Coldplay,Parachutes,Sparks,7D0RhFcb3CrfPuTJ0obrod,0.371,0.268,1,-10.506,1,0.0281,0.0517,0.104,0.165,102.617,227093,3,https://p.scdn.co/mp3-preview/b8879c1f8a68d43439c969069590013ec8447abb?cid=a8d47110797841a4a391cfea300f7b78,False,80
81,94,131,152,263,102,Doja Cat,Boss Bitch,Boss Bitch,78qd8dvwea0Gosb6Fe6j3k,0.707,0.955,10,-4.593,0,0.222,0.0,0.202,0.575,125.989,134240,4,https://p.scdn.co/mp3-preview/42847ffa3c83fcfce624d09a8d3d39a15d53e199?cid=a8d47110797841a4a391cfea300f7b78,False,81
82,95,140,161,273,112,Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0.0,0.114,0.193,140.958,190557,4,https://p.scdn.co/mp3-preview/ca4f131887eae894020e48ea809af1186c95f542?cid=a8d47110797841a4a391cfea300f7b78,False,79
86,101,152,173,304,143,Måneskin,Chosen,Beggin',3Wrjm47oTz2sjIgck11l5e,0.714,0.8,11,-4.808,0,0.0504,0.0,0.359,0.589,134.002,211560,4,https://p.scdn.co/mp3-preview/c956a56a9a3103ad75e95ce2cbb03a0bdd26332b?cid=a8d47110797841a4a391cfea300f7b78,False,94
87,102,156,177,308,147,Måneskin,Teatro d'ira - Vol. I,CORALINE,7HMz8o0m7ASQ3ImFPfhWTY,0.363,0.678,2,-4.939,0,0.0995,0.0,0.324,0.321,162.124,300413,4,https://p.scdn.co/mp3-preview/cfadd01da669945acce572e06b18eb20db9abf4e?cid=a8d47110797841a4a391cfea300f7b78,False,76
88,103,157,178,309,148,Måneskin,Il ballo della vita,Torna a casa,3590AAEoqH50z4UmhMIY85,0.425,0.638,1,-3.184,0,0.0759,0.0,0.177,0.45,81.396,230667,4,https://p.scdn.co/mp3-preview/9cde66768df5a5e11193280f552f89d3b381962a?cid=a8d47110797841a4a391cfea300f7b78,False,73
89,104,158,179,310,149,Måneskin,Chosen,Somebody Told Me,4AIatGjGyVipeEAzCMTqOg,0.614,0.867,2,-3.484,1,0.114,0.0,0.0821,0.775,148.885,161040,4,https://p.scdn.co/mp3-preview/df563fa13f253cd3ddf9d85246009cdad5390ac7?cid=a8d47110797841a4a391cfea300f7b78,False,72
90,105,159,180,311,150,Måneskin,Chosen,Chosen,2lDgdWIGLYuk74pDeRPgPF,0.658,0.892,6,-2.928,0,0.036,0.0,0.0723,0.919,107.944,162013,4,https://p.scdn.co/mp3-preview/334f972d3d0dbb57774e25744acc71c1fc47d270?cid=a8d47110797841a4a391cfea300f7b78,False,72
91,106,160,181,312,151,Måneskin,Il ballo della vita,Morirò da Re,1aX0Ki80LFzzhqxqRlqbAV,0.605,0.881,10,-2.563,1,0.153,0.0,0.038,0.928,193.788,157880,4,https://p.scdn.co/mp3-preview/63e92dd9136debcf611d9545436ce591e97af6ed?cid=a8d47110797841a4a391cfea300f7b78,False,71
92,107,161,182,313,152,Måneskin,Chosen,Let's Get It Started,6D2tOVX5MMl8jNVkwsFaWg,0.831,0.76,6,-4.184,1,0.0807,0.0,0.0871,0.865,113.969,146813,4,https://p.scdn.co/mp3-preview/cfba3277a8499e072c4a157b0d134fc7beac5d5a?cid=a8d47110797841a4a391cfea300f7b78,False,71
93,110,164,185,316,155,Bruno Mars,Unorthodox Jukebox,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.0,0.309,0.867,143.994,233478,4,https://p.scdn.co/mp3-preview/c647489f28d840b545b90e10067012f504dc7b68?cid=a8d47110797841a4a391cfea300f7b78,False,84
